time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[RH],accCalX[mg],accCalY[mg],accCalZ[mg],accBiasX[mg],accBiasY[mg],accBiasZ[mg],accGood,accGainX,accGainY,accGainZ,ElapsedTime[us],
45275050,-929,-49,438,-420,-31010,4340,718,-165,961,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275070,-931,-46,435,1330,-25900,3150,726,-159,958,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275090,-928,-46,439,1820,-27230,3220,741,-162,958,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275110,-921,-46,454,840,-30170,4060,756,-153,943,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275130,-919,-45,455,770,-30940,3710,768,-162,937,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275150,-914,-43,472,350,-37590,3990,766,-159,928,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275160,-908,-44,487,1190,-32690,2870,786,-157,928,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275180,-901,-45,496,-490,-31640,3500,799,-157,919,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275200,-905,-42,486,-280,-35700,3710,814,-162,907,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275220,-911,-40,483,13230,-32830,-4060,832,-160,901,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275240,-881,-45,529,20440,-30310,-8260,837,-174,897,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275260,-876,-45,539,5110,-35140,210,856,-171,880,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275280,-863,-47,563,-4200,-39550,5600,873,-172,862,998.68,20.7,71.3,,,,,,,,        ,        ,        ,664,
45275300,-856,-49,574,-25900,-45360,18550,888,-159,865,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275320,-849,-41,578,-47740,-52990,33740,910,-127,850,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275330,-874,-40,539,-34440,-59710,26180,934,-93,823,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275350,-875,-53,545,-13930,-59010,13090,955,-88,811,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275370,-841,-27,604,420,-46200,3150,973,-76,792,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275390,-833,-39,608,9310,-46060,-3010,988,-82,784,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275410,-816,-39,628,8540,-49420,-2450,1014,-94,757,998.76,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275430,-806,-45,647,1890,-47530,2310,1023,-85,753,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275450,-799,-43,658,1330,-40740,2520,1036,-93,741,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275470,-791,-43,668,-490,-35910,3640,1060,-85,726,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275480,-785,-45,670,-3080,-39900,5880,1065,-85,711,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275500,-780,-37,676,2170,-39900,1750,1074,-87,703,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275520,-769,-40,695,2660,-33320,980,1102,-85,690,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275540,-754,-41,708,140,-33040,3290,1104,-88,682,998.60,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275560,-754,-40,704,1190,-36190,2310,1111,-81,663,998.60,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275580,-740,-41,729,1260,-36260,2450,1119,-79,648,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275600,-734,-41,733,0,-28770,3150,1134,-75,646,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275620,-732,-36,749,-1050,-26040,3010,1141,-73,636,998.62,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275640,-736,-42,727,-4270,-9800,1400,1149,-82,637,998.62,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275660,-726,-40,745,-3080,-5880,3780,1143,-75,624,998.59,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275670,-727,-31,738,-1050,-5110,1610,1138,-70,625,998.59,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275690,-751,-30,698,-2310,-4620,3500,1141,-72,630,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275710,-720,-50,754,560,-1820,2380,1147,-72,627,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275730,-717,-46,756,-11900,-5180,13020,1132,-63,627,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275750,-714,-65,769,-2240,-8820,0,1138,-60,625,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275770,-731,-48,748,1190,-14560,700,1149,-60,616,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275790,-724,-57,719,5740,-11130,-2030,1147,-61,610,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275800,-707,-43,727,8050,-6090,-4830,1155,-67,604,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275820,-740,-30,786,2800,-15960,-1190,1153,-73,616,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275840,-704,-37,752,980,-13300,1470,1158,-66,607,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275860,-718,-43,751,840,-13230,2240,1164,-70,592,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275880,-719,-45,760,1050,-17990,1820,1164,-69,588,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275900,-707,-45,754,980,-15890,1960,1170,-78,591,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275920,-696,-41,757,840,-12250,2240,1179,-73,577,998.73,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275940,-705,-43,764,910,-13720,2170,1176,-63,585,998.73,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275960,-705,-45,768,980,-17430,2100,1179,-63,577,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45275980,-713,-44,776,980,-25760,2030,1191,-67,571,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276000,-688,-56,778,490,-28280,2170,1201,-73,558,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276010,-674,-31,777,350,-26180,2870,1204,-63,541,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276030,-669,-40,785,700,-21000,2240,1210,-69,541,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276050,-673,-42,796,1190,-22260,1050,1234,-58,529,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276070,-675,-43,800,1260,-24780,980,1240,-69,517,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276090,-675,-44,807,1470,-32200,1820,1236,-61,507,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276110,-653,-48,807,1610,-33390,1960,1248,-73,486,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276130,-643,-42,814,3780,-33460,-840,1260,-64,478,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276140,-633,-36,823,1610,-33110,840,1266,-58,460,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276160,-633,-42,829,1540,-34650,1190,1281,-69,451,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276180,-639,-44,844,1750,-40600,1960,1288,-76,436,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276200,-620,-43,848,2100,-49490,2100,1311,-75,414,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276220,-583,-46,843,1750,-43120,2870,1317,-69,399,998.70,20.7,71.4,,,,,,,,        ,        ,        ,665,
45276240,-581,-41,857,1750,-41510,2170,1327,-67,375,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276260,-563,-35,862,1610,-37310,1120,1339,-66,360,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276280,-575,-40,877,1820,-41300,1750,1348,-75,346,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276300,-550,-45,879,1680,-40600,2310,1353,-73,333,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276320,-549,-43,889,1750,-42350,2730,1365,-73,312,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276330,-526,-41,891,1540,-38990,3360,1369,-67,294,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276350,-503,-39,893,1190,-32130,3640,1383,-70,276,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276370,-523,-42,910,1610,-36750,840,1381,-64,256,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276390,-513,-41,916,1750,-41300,1400,1398,-75,241,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276410,-493,-42,915,1680,-39060,2310,1393,-67,222,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276430,-481,-40,931,1050,-25200,3360,1413,-61,214,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276450,-449,1,954,-1470,-36050,6230,1405,-61,190,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276460,-463,-38,939,-2170,-39060,9450,1423,-61,181,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276480,-486,-87,936,-280,-43470,8120,1432,-60,153,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276500,-409,-37,931,1750,-42910,2380,1434,-54,136,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276520,-405,-38,944,1260,-25060,1960,1449,-55,129,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276540,-425,-40,962,1330,-27090,840,1441,-55,102,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276560,-421,-39,965,1540,-31220,700,1447,-60,102,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276580,-431,-50,967,3500,-39760,-2520,1458,-55,78,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276600,-381,-52,954,3290,-42630,-2870,1452,-70,64,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276620,-345,-24,974,3430,-35350,-3640,1462,-66,42,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276640,-362,-34,983,1470,-33460,2660,1471,-69,33,998.74,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276660,-370,-40,987,1680,-40600,2100,1461,-61,24,998.74,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276670,-347,-40,985,1750,-42210,980,1465,-70,3,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276690,-319,-38,981,1680,-35770,1120,1482,-70,-24,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276710,-313,-35,988,1890,-32340,560,1486,-69,-30,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276730,-321,-50,978,3220,-27650,-3360,1483,-70,-40,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276750,-297,-30,1008,1960,-29820,280,1480,-61,-57,998.74,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276770,-311,-41,1010,1890,-38640,840,1492,-69,-69,998.74,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276790,-316,-42,1015,2870,-50890,-840,1486,-64,-100,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276800,-273,-40,1004,2870,-50330,-840,1495,-69,-121,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276820,-221,-28,1000,1540,-38570,2800,1500,-64,-135,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276840,-223,-35,1003,1260,-29120,3150,1498,-78,-145,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276860,-230,-42,1020,910,-24710,3220,1494,-64,-163,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276880,-234,-41,1027,1330,-33110,0,1497,-66,-178,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276900,-217,-41,1019,1540,-38080,210,1495,-70,-199,998.60,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276920,-186,-34,1018,1820,-30940,-1960,1494,-70,-217,998.60,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276940,-189,-40,1024,1820,-30380,-630,1494,-78,-228,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276960,-165,-33,1024,1540,-26390,630,1504,-76,-246,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45276980,-182,-37,1035,1260,-28280,2380,1495,-75,-262,998.63,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277000,-169,-36,1035,1470,-34860,1330,1504,-72,-274,998.63,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277010,-154,-36,1031,1540,-36540,1330,1498,-76,-288,998.63,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277030,-137,-42,1028,1680,-33740,-1050,1497,-79,-310,998.63,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277050,-115,-33,1031,1680,-32130,-1050,1500,-75,-315,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277070,-120,-37,1037,1470,-27790,-140,1495,-79,-330,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277090,-99,-45,1034,1470,-26600,-1610,1489,-73,-345,998.74,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277110,-102,-35,1026,1190,-18410,490,1500,-78,-342,998.74,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277120,-83,-40,1031,1050,-13160,0,1494,-81,-364,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277140,-108,-36,1046,1470,-19880,-1960,1486,-78,-369,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277160,-97,-46,1047,1820,-24920,-6300,1486,-94,-369,998.71,20.7,71.4,,,,,,,,        ,        ,        ,665,
45277180,-97,-19,1032,1470,-22540,-840,1489,-84,-390,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277200,-72,-45,1047,1960,-27720,-4130,1489,-99,-406,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277220,-66,-38,1035,1750,-25410,-4620,1494,-88,-417,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277240,-46,-19,1027,980,-13230,2240,1492,-97,-415,998.63,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277260,-59,-36,1040,910,-12530,2310,1489,-94,-418,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277280,-49,-31,1042,910,-12950,5320,1486,-82,-423,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277300,-44,-39,1033,770,-7910,2730,1491,-84,-420,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277320,-45,-33,1039,700,-7280,2030,1486,-91,-429,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277330,-47,-33,1041,700,-6790,2450,1485,-93,-435,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277350,-26,-22,1040,630,-9170,10430,1482,-84,-418,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277370,-63,-44,1044,630,-7770,10360,1498,-73,-430,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277390,-48,-32,1040,840,-9240,4270,1477,-85,-438,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277410,-10,-17,1040,840,-7910,2940,1491,-79,-441,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277430,-3,-3,1044,350,-9940,6160,1480,-84,-442,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45277450,-113,-92,1038,560,-7910,6090,1485,-73,-450,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277460,-41,-36,1044,560,-9520,2100,1483,-81,-453,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277480,-34,-33,1042,910,-13720,1610,1489,-75,-459,998.62,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277500,-10,-21,1033,630,-2660,3010,1479,-69,-453,998.62,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277520,-31,-45,1036,420,-2310,2450,1480,-66,-456,998.59,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277540,-46,-41,1050,910,-6370,1330,1495,-78,-460,998.59,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277560,-25,-33,1035,560,-3360,1610,1483,-72,-463,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277580,-31,-37,1041,630,-3780,1750,1477,-57,-454,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277600,-35,-34,1046,910,-6160,1610,1491,-70,-450,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277620,-24,-32,1039,700,-4900,2800,1483,-70,-453,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277640,-30,-33,1043,770,-6160,4200,1483,-66,-459,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277660,-29,-33,1042,700,-6510,3990,1477,-67,-451,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277670,-28,-37,1037,700,-3920,1680,1483,-61,-462,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277690,-30,-34,1044,700,-4830,1960,1485,-64,-462,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277710,-26,-31,1043,770,-5670,3080,1492,-60,-466,998.62,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277730,-32,-35,1048,1120,-8610,2450,1480,-64,-460,998.62,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277750,-16,-35,1034,700,-5460,1540,1488,-69,-466,998.62,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277770,-23,-34,1042,630,-4410,1330,1483,-67,-463,998.62,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277780,-25,-41,1047,840,-6860,770,1480,-70,-466,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277800,-17,-29,1035,630,-3500,630,1488,-64,-477,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277820,-17,-32,1039,630,-3780,1120,1471,-72,-469,998.68,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277840,-22,-30,1041,490,-3010,1820,1480,-67,-460,998.68,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277860,-23,-30,1044,700,-3780,2380,1480,-64,-471,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277880,-25,-37,1042,700,-4620,2170,1482,-64,-472,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277900,-15,-24,1036,490,-2800,2450,1483,-66,-472,998.56,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277920,-20,-31,1049,560,-3220,4410,1480,-73,-462,998.56,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277940,-33,-47,1044,280,-1120,1120,1486,-63,-471,998.59,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277960,-17,-34,1037,840,-5040,1330,1485,-67,-468,998.59,20.7,71.5,,,,,,,,        ,        ,        ,1,
45277980,-39,-48,1055,1750,-9380,-1680,1477,-64,-481,998.63,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278000,-17,-38,1039,1400,-8330,-2660,1480,-63,-463,998.63,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278010,-15,-33,1038,1120,-7210,-770,1486,-73,-477,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278030,-11,-15,1047,1190,-8680,1540,1483,-72,-474,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278050,-4,-30,1026,630,-3640,1820,1482,-63,-484,998.63,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278070,-12,-33,1041,630,-3500,1610,1488,-72,-483,998.63,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278090,-14,-32,1042,700,-3710,1610,1497,-69,-487,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278110,-14,-33,1043,770,-4340,1540,1488,-72,-481,998.66,20.7,71.5,,,,,,,,        ,        ,        ,665,
45278120,-27,-36,1066,2030,-10220,1470,1480,-69,-486,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278140,4,-30,1034,1610,-9450,210,1482,-63,-484,998.64,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278160,25,5,1033,1120,-7140,3500,1492,-67,-490,998.69,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278180,-23,-48,1002,910,-5600,1260,1480,-67,-490,998.69,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278200,-3,-30,1054,630,-3570,1540,1485,-73,-490,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278220,-5,-31,1040,630,-3570,1540,1485,-69,-498,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278240,-7,-32,1042,630,-3500,1610,1477,-76,-492,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278260,-5,-30,1041,560,-3570,1610,1483,-69,-495,998.66,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278280,-6,-33,1042,560,-3570,1470,1480,-72,-499,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278300,-4,-29,1040,560,-3500,1610,1479,-61,-480,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278320,-7,-33,1043,560,-3570,1540,1488,-70,-487,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278330,-3,-30,1040,560,-3500,1610,1485,-75,-507,998.65,20.7,71.5,,,,,,,,        ,        ,        ,1,
45278350,-7,-33,1042,560,-3570,1540,1486,-63,-490,998.64,20.6,71.5,,,,,,,,        ,        ,        ,1,
45278370,-5,-30,1041,560,-3570,1540,1473,-67,-495,998.64,20.6,71.5,,,,,,,,        ,        ,        ,1,
45278390,-7,-31,1042,630,-3570,1540,1480,-73,-499,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278410,-6,-31,1042,630,-3570,1540,1482,-69,-504,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278430,-5,-31,1041,560,-3570,1610,1486,-76,-502,998.64,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278450,-6,-32,1041,560,-3500,1610,1486,-78,-493,998.64,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278460,-5,-30,1041,560,-3500,1540,1485,-58,-486,998.61,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278480,-6,-32,1042,560,-3500,1540,1477,-73,-493,998.61,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278500,-5,-30,1042,630,-3500,1610,1486,-72,-492,998.61,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278520,-6,-32,1042,560,-3570,1540,1477,-67,-507,998.61,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278540,-5,-31,1041,630,-3570,1610,1479,-76,-499,998.64,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278560,-6,-32,1041,630,-3570,1610,1480,-76,-493,998.64,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278580,-5,-31,1041,630,-3570,1540,1480,-76,-495,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278600,-5,-31,1042,630,-3570,1540,1492,-72,-502,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278620,-6,-31,1042,630,-3500,1540,1491,-69,-487,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278640,-6,-31,1041,630,-3500,1540,1483,-67,-495,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278660,-6,-31,1042,560,-3570,1540,1480,-76,-489,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278670,-6,-31,1042,560,-3500,1540,1489,-70,-501,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278690,-6,-31,1041,630,-3500,1610,1483,-66,-484,998.63,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278710,-5,-31,1041,560,-3500,1540,1486,-78,-501,998.63,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278730,-5,-31,1041,560,-3500,1540,1482,-64,-492,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278750,-5,-30,1041,560,-3570,1540,1483,-72,-496,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278770,-6,-31,1042,560,-3500,1540,1479,-76,-492,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278780,-5,-31,1041,630,-3570,1610,1485,-72,-484,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278800,-5,-31,1041,630,-3570,1540,1485,-73,-493,998.67,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278820,-5,-32,1042,630,-3570,1540,1483,-70,-493,998.67,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278840,-6,-31,1042,560,-3500,1610,1477,-78,-496,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278860,-5,-31,1041,560,-3500,1540,1483,-70,-492,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278880,-6,-31,1041,630,-3500,1540,1480,-73,-492,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278900,-5,-31,1042,560,-3570,1540,1482,-67,-489,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278920,-5,-31,1041,630,-3570,1610,1483,-73,-493,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278940,-6,-31,1042,560,-3570,1610,1479,-67,-502,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278960,-6,-31,1041,560,-3500,1610,1483,-67,-498,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45278980,-5,-30,1041,630,-3570,1540,1479,-78,-495,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279000,-6,-31,1042,630,-3500,1540,1492,-66,-490,998.73,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279010,-6,-31,1042,560,-3570,1540,1494,-63,-496,998.73,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279030,-5,-31,1042,630,-3500,1540,1486,-64,-490,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279050,-5,-31,1042,560,-3500,1540,1485,-75,-490,998.66,20.6,71.4,,,,,,,,        ,        ,        ,672,
45279070,-5,-31,1041,560,-3570,1540,1488,-60,-490,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279090,-6,-31,1042,560,-3570,1540,1489,-67,-496,998.72,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279110,-6,-31,1042,560,-3570,1610,1482,-73,-484,998.72,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279120,-5,-31,1042,630,-3570,1540,1486,-70,-495,998.75,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279140,-6,-31,1042,560,-3500,1610,1485,-64,-484,998.75,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279160,-6,-31,1042,630,-3500,1610,1480,-69,-484,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279180,-5,-31,1041,630,-3570,1540,1477,-69,-498,998.70,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279200,-6,-31,1042,630,-3570,1540,1477,-75,-487,998.67,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279220,-5,-31,1042,630,-3570,1540,1482,-79,-498,998.67,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279240,-6,-31,1042,630,-3500,1540,1488,-70,-495,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279260,-6,-31,1042,560,-3570,1540,1480,-73,-501,998.66,20.6,71.4,,,,,,,,        ,        ,        ,1,
