time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[RH],accCalX[mg],accCalY[mg],accCalZ[mg],accBiasX[mg],accBiasY[mg],accBiasZ[mg],accGood,accGainX,accGainY,accGainZ,ElapsedTime[us],
45289770,-5,-31,1042,630,-3500,1540,1545,-90,-471,998.62,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289780,-5,-31,1042,630,-3500,1540,1551,-87,-484,998.67,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289800,-5,-31,1042,560,-3570,1540,1542,-85,-477,998.67,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289820,-5,-31,1041,630,-3500,1540,1534,-93,-489,998.67,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289840,-6,-32,1041,630,-3500,1540,1543,-97,-481,998.67,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289860,-5,-31,1041,630,-3500,1540,1543,-87,-484,998.66,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289880,-5,-31,1041,700,-3570,1540,1542,-90,-486,998.66,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289900,-5,-31,1042,560,-3500,1610,1543,-87,-475,998.66,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289920,-5,-31,1042,560,-3500,1540,1536,-100,-475,998.66,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289940,-5,-32,1042,630,-3570,1540,1545,-94,-486,998.69,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289960,-6,-31,1042,630,-3570,1540,1539,-105,-484,998.69,20.8,72.1,,,,,,,,        ,        ,        ,1,
45289980,-5,-31,1042,630,-3570,1540,1536,-93,-484,998.77,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290000,-5,-31,1043,630,-3500,1610,1540,-93,-472,998.77,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290010,-4,-31,1041,630,-3500,1540,1543,-91,-477,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290030,-5,-31,1042,560,-3570,1540,1551,-91,-480,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290050,-5,-31,1041,560,-3500,1610,1540,-87,-487,998.76,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290070,-5,-32,1042,630,-3570,1540,1540,-84,-480,998.76,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290090,-6,-32,1042,560,-3500,1540,1542,-99,-477,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290110,-5,-31,1041,560,-3500,1610,1542,-96,-478,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290120,-6,-32,1041,560,-3500,1610,1540,-91,-489,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290140,-5,-31,1042,630,-3500,1540,1543,-93,-483,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290160,-5,-31,1042,630,-3500,1540,1537,-87,-478,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290180,-5,-31,1041,630,-3570,1540,1540,-85,-486,998.77,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290200,-5,-31,1042,560,-3500,1540,1539,-87,-487,998.77,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290220,-5,-32,1042,560,-3500,1540,1537,-84,-477,998.77,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290240,-5,-31,1042,630,-3570,1540,1552,-90,-471,998.77,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290260,-5,-32,1041,560,-3570,1540,1533,-90,-481,998.74,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290280,-5,-32,1041,630,-3500,1540,1542,-93,-477,998.74,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290300,-5,-31,1042,560,-3500,1610,1539,-85,-474,998.67,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290320,-5,-31,1041,560,-3570,1540,1546,-103,-477,998.67,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290330,-5,-31,1042,560,-3500,1610,1540,-94,-480,998.63,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290350,-5,-31,1043,560,-3500,1540,1540,-91,-480,998.63,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290370,-6,-32,1042,560,-3430,1540,1539,-88,-474,998.65,20.8,72.1,,,,,,,,        ,        ,        ,672,
45290390,-6,-32,1042,630,-3570,1540,1540,-90,-480,998.65,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290410,-5,-31,1041,630,-3500,1540,1540,-82,-478,998.69,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290430,-5,-32,1042,560,-3570,1540,1545,-90,-472,998.69,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290440,-6,-31,1041,630,-3570,1540,1545,-88,-477,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290460,-5,-31,1042,560,-3500,1540,1540,-91,-478,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290480,-5,-32,1043,560,-3500,1540,1542,-90,-483,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290500,-5,-31,1042,630,-3500,1540,1533,-88,-475,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290520,-6,-32,1042,630,-3500,1610,1540,-81,-480,998.70,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290540,-5,-31,1041,560,-3500,1540,1545,-91,-477,998.70,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290560,-5,-31,1042,560,-3500,1610,1543,-79,-475,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290580,-5,-31,1042,560,-3500,1610,1551,-88,-478,998.71,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290600,-6,-31,1042,630,-3500,1540,1552,-87,-481,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290620,-5,-31,1041,560,-3570,1540,1536,-100,-474,998.72,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290640,-5,-31,1042,630,-3500,1540,1539,-97,-484,998.70,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290650,-5,-32,1042,560,-3500,1540,1542,-99,-472,998.70,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290670,-5,-32,1042,560,-3500,1540,1543,-88,-466,998.73,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290690,-6,-32,1042,560,-3570,1470,1540,-100,-481,998.73,20.8,72.1,,,,,,,,        ,        ,        ,1,
45290710,-5,-31,1041,630,-3500,1540,1540,-103,-478,998.69,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290730,-5,-31,1042,560,-3430,1540,1540,-94,-483,998.69,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290750,-5,-31,1041,630,-3500,1540,1539,-88,-472,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290760,-6,-32,1042,560,-3500,1540,1540,-90,-477,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290780,-5,-31,1042,630,-3500,1610,1546,-90,-478,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290800,-5,-32,1042,630,-3500,1540,1552,-87,-483,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290820,-5,-32,1041,630,-3500,1610,1537,-96,-474,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290840,-5,-31,1042,630,-3500,1540,1530,-93,-474,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290860,-6,-31,1042,630,-3500,1610,1549,-91,-477,998.58,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290880,-6,-31,1042,560,-3570,1610,1548,-97,-475,998.58,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290900,-5,-31,1042,560,-3570,1610,1545,-88,-475,998.60,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290920,-6,-31,1042,630,-3570,1540,1540,-99,-478,998.60,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290940,-5,-31,1041,560,-3500,1540,1537,-87,-478,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290960,-5,-31,1041,560,-3500,1540,1543,-87,-474,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290970,-6,-31,1041,630,-3500,1540,1542,-90,-472,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45290990,-5,-32,1042,630,-3500,1540,1549,-99,-475,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291010,-5,-32,1042,630,-3500,1610,1548,-90,-477,998.63,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291030,-6,-32,1041,560,-3500,1610,1540,-90,-475,998.63,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291050,-5,-31,1042,630,-3500,1540,1548,-85,-478,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291070,-6,-31,1042,560,-3570,1610,1537,-97,-475,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291080,-5,-31,1042,630,-3500,1540,1543,-90,-478,998.64,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291100,-5,-31,1042,630,-3500,1540,1549,-91,-477,998.64,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291120,-5,-32,1042,630,-3500,1540,1542,-88,-474,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291140,-5,-32,1042,630,-3570,1540,1542,-93,-481,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291160,-5,-31,1042,630,-3570,1540,1545,-93,-481,998.66,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291180,-6,-31,1041,560,-3500,1540,1537,-85,-478,998.66,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291200,-5,-31,1042,630,-3500,1540,1548,-87,-475,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291220,-5,-31,1041,630,-3500,1610,1534,-81,-477,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291240,-5,-31,1041,560,-3500,1610,1542,-85,-474,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291260,-5,-31,1042,560,-3570,1540,1539,-97,-477,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291280,-5,-31,1042,560,-3500,1540,1545,-93,-477,998.63,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291290,-5,-31,1042,630,-3500,1540,1540,-94,-475,998.63,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291310,-6,-32,1041,630,-3500,1540,1549,-90,-471,998.67,20.8,72.2,,,,,,,,        ,        ,        ,672,
45291330,-6,-31,1042,560,-3500,1540,1540,-87,-474,998.67,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291350,-5,-31,1042,630,-3500,1540,1539,-91,-489,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291370,-5,-31,1042,630,-3500,1540,1537,-90,-487,998.68,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291390,-5,-32,1042,560,-3500,1540,1536,-105,-484,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291410,-6,-31,1041,560,-3500,1540,1540,-97,-478,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291420,-5,-32,1041,560,-3500,1610,1537,-91,-484,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291440,-6,-31,1042,560,-3500,1540,1542,-87,-486,998.65,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291460,-5,-31,1041,560,-3570,1540,1542,-93,-471,998.64,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291480,-5,-31,1042,630,-3570,1540,1548,-88,-477,998.64,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291500,-5,-31,1041,560,-3500,1610,1543,-90,-484,998.60,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291520,-5,-31,1041,560,-3570,1540,1551,-88,-472,998.60,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291540,-5,-31,1042,630,-3500,1540,1545,-90,-480,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291560,-5,-31,1042,560,-3500,1540,1536,-100,-481,998.62,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291580,-5,-31,1042,630,-3500,1540,1542,-103,-477,998.67,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291600,-5,-31,1042,560,-3500,1610,1545,-88,-477,998.67,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291620,-5,-31,1042,560,-3500,1540,1545,-90,-483,998.69,20.8,72.2,,,,,,,,        ,        ,        ,1,
45291630,-5,-31,1042,560,-3500,1610,1548,-84,-484,998.69,20.7,72.2,,,,,,,,        ,        ,        ,1,
45291650,-5,-32,1042,630,-3500,1540,1539,-94,-471,998.64,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291670,-5,-31,1041,560,-3570,1540,1552,-87,-484,998.64,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291690,-5,-31,1042,630,-3500,1540,1539,-84,-478,998.66,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291710,-5,-31,1041,630,-3570,1540,1545,-99,-475,998.66,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291730,-5,-31,1042,560,-3500,1540,1542,-93,-481,998.66,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291750,-5,-31,1042,560,-3500,1540,1545,-90,-481,998.66,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291760,-5,-32,1041,630,-3570,1540,1542,-88,-483,998.68,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291780,-6,-31,1042,630,-3500,1540,1542,-85,-477,998.68,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291800,-5,-31,1042,630,-3500,1610,1543,-93,-481,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291820,-6,-31,1042,560,-3500,1540,1546,-90,-471,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291840,-5,-31,1042,630,-3570,1540,1542,-88,-469,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291860,-5,-32,1041,630,-3500,1540,1542,-88,-475,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291880,-6,-31,1042,560,-3500,1540,1533,-96,-474,998.68,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291900,-5,-31,1041,560,-3570,1610,1546,-90,-480,998.68,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291920,-5,-31,1041,560,-3570,1540,1539,-90,-477,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291940,-6,-32,1042,630,-3500,1610,1551,-84,-481,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291950,-5,-31,1042,630,-3570,1540,1539,-103,-478,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291970,-5,-31,1041,560,-3500,1610,1545,-91,-487,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45291990,-6,-32,1042,560,-3500,1610,1545,-91,-474,998.72,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292010,-5,-31,1042,630,-3500,1540,1543,-96,-478,998.72,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292030,-5,-31,1041,630,-3500,1540,1546,-96,-480,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292050,-5,-31,1041,630,-3500,1540,1546,-90,-477,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292070,-6,-31,1042,630,-3570,1610,1540,-88,-478,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292080,-5,-32,1042,630,-3500,1610,1537,-93,-475,998.70,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292100,-5,-31,1042,630,-3570,1540,1555,-90,-475,998.70,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292120,-5,-31,1042,630,-3500,1540,1542,-91,-481,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292140,-6,-31,1041,630,-3500,1540,1543,-100,-475,998.69,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292160,-5,-31,1042,630,-3570,1610,1545,-93,-478,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292180,-5,-32,1042,630,-3570,1610,1543,-97,-481,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292200,-5,-31,1042,630,-3500,1540,1548,-96,-483,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292220,-5,-31,1042,630,-3500,1610,1542,-99,-484,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292240,-5,-31,1041,560,-3500,1610,1546,-91,-480,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292260,-5,-31,1041,490,-3570,1540,1546,-90,-481,998.71,20.7,72.0,,,,,,,,        ,        ,        ,673,
45292280,-5,-31,1041,630,-3500,1540,1549,-102,-480,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292290,-5,-32,1042,560,-3500,1540,1536,-88,-475,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292310,-5,-31,1041,560,-3570,1610,1546,-91,-481,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292330,-5,-31,1042,560,-3500,1610,1548,-90,-477,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292350,-6,-31,1041,630,-3570,1540,1542,-99,-487,998.72,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292370,-5,-32,1041,630,-3570,1540,1545,-91,-478,998.72,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292390,-5,-31,1041,560,-3500,1540,1543,-97,-478,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292410,-6,-31,1042,560,-3500,1610,1552,-91,-469,998.73,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292420,-5,-31,1041,630,-3570,1610,1554,-91,-466,998.74,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292440,-5,-32,1042,560,-3500,1540,1542,-87,-487,998.74,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292460,-5,-31,1042,630,-3500,1540,1534,-91,-478,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292480,-5,-31,1042,560,-3500,1540,1543,-94,-477,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292500,-6,-31,1042,560,-3500,1540,1540,-87,-477,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292520,-5,-31,1042,560,-3500,1540,1545,-94,-472,998.71,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292540,-5,-31,1042,560,-3430,1540,1534,-99,-478,998.75,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292560,-6,-31,1041,630,-3500,1610,1549,-90,-480,998.75,20.7,72.0,,,,,,,,        ,        ,        ,1,
45292580,-5,-31,1042,560,-3570,1610,1539,-91,-483,998.70,20.8,72.0,,,,,,,,        ,        ,        ,1,
45292600,-5,-31,1042,560,-3500,1540,1546,-88,-477,998.70,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292610,-5,-31,1042,490,-3570,1540,1543,-90,-471,998.67,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292630,-5,-31,1042,630,-3570,1540,1539,-91,-480,998.67,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292650,-5,-32,1042,560,-3500,1540,1545,-93,-483,998.66,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292670,-5,-31,1042,630,-3570,1540,1551,-93,-469,998.66,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292690,-5,-31,1042,630,-3500,1540,1551,-87,-474,998.64,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292710,-5,-31,1042,560,-3500,1610,1543,-93,-487,998.64,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292730,-6,-31,1042,630,-3500,1470,1543,-85,-481,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292750,-5,-31,1042,630,-3570,1540,1543,-100,-483,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292760,-5,-32,1041,630,-3500,1540,1540,-87,-466,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292780,-6,-31,1042,630,-3500,1540,1539,-97,-477,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292800,-6,-31,1042,630,-3500,1540,1542,-93,-475,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292820,-6,-31,1041,560,-3570,1610,1543,-91,-475,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292840,-5,-31,1042,560,-3500,1540,1543,-93,-475,998.60,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292860,-6,-31,1041,630,-3500,1540,1549,-93,-478,998.60,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292880,-5,-31,1041,560,-3500,1540,1542,-96,-477,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292900,-6,-32,1042,560,-3500,1610,1543,-102,-478,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292920,-5,-30,1041,560,-3500,1540,1539,-96,-477,998.64,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292930,-5,-31,1042,630,-3500,1540,1548,-88,-481,998.64,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292950,-5,-31,1041,560,-3500,1610,1543,-93,-475,998.62,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292970,-6,-31,1042,560,-3570,1610,1543,-87,-481,998.62,20.8,71.8,,,,,,,,        ,        ,        ,1,
45292990,-5,-31,1042,630,-3500,1610,1540,-97,-480,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293010,-6,-31,1042,630,-3500,1610,1539,-94,-480,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293030,-5,-31,1042,560,-3500,1610,1542,-90,-477,998.73,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293050,-5,-31,1041,560,-3500,1610,1548,-87,-477,998.73,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293070,-5,-31,1042,560,-3500,1610,1543,-100,-477,998.74,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293080,-5,-31,1041,630,-3570,1610,1536,-93,-480,998.74,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293100,-6,-31,1041,630,-3570,1540,1537,-97,-468,998.77,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293120,-5,-31,1042,630,-3570,1540,1542,-103,-474,998.77,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293140,-5,-31,1042,630,-3570,1540,1545,-91,-481,998.69,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293160,-5,-31,1041,560,-3570,1540,1545,-87,-471,998.69,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293180,-6,-31,1041,560,-3500,1540,1542,-90,-472,998.71,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293200,-5,-31,1041,630,-3500,1540,1546,-100,-474,998.71,20.8,71.8,,,,,,,,        ,        ,        ,672,
45293220,-5,-31,1041,560,-3570,1540,1543,-84,-481,998.67,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293240,-5,-31,1041,560,-3500,1610,1543,-88,-484,998.67,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293250,-5,-31,1041,560,-3570,1540,1540,-100,-477,998.62,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293270,-5,-31,1041,630,-3500,1540,1545,-78,-478,998.62,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293290,-5,-31,1041,630,-3500,1540,1540,-100,-483,998.64,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293310,-5,-32,1041,630,-3500,1540,1545,-97,-471,998.64,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293330,-5,-31,1041,560,-3570,1540,1543,-97,-478,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293350,-5,-32,1042,560,-3500,1540,1554,-100,-487,998.63,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293370,-6,-31,1040,630,-3500,1540,1546,-81,-477,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293390,-5,-31,1041,630,-3500,1540,1545,-91,-474,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293410,-5,-31,1041,630,-3500,1540,1542,-93,-480,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293420,-5,-31,1042,560,-3500,1610,1542,-99,-478,998.65,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293440,-6,-31,1042,630,-3570,1540,1543,-97,-475,998.69,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293460,-6,-31,1041,560,-3500,1540,1545,-84,-478,998.69,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293480,-5,-31,1042,560,-3570,1610,1545,-93,-483,998.66,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293500,-6,-30,1041,560,-3500,1540,1540,-96,-472,998.66,20.8,71.8,,,,,,,,        ,        ,        ,1,
45293520,-5,-31,1041,630,-3500,1610,1539,-93,-474,998.61,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293540,-6,-31,1041,630,-3570,1610,1549,-103,-471,998.61,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293560,-5,-31,1041,560,-3570,1610,1543,-81,-475,998.64,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293580,-5,-32,1041,560,-3500,1540,1546,-90,-477,998.64,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293590,-5,-31,1042,630,-3570,1540,1536,-93,-477,998.68,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293610,-5,-30,1040,630,-3570,1540,1536,-88,-481,998.68,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293630,-5,-31,1041,560,-3570,1540,1546,-100,-483,998.67,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293650,-5,-31,1041,560,-3500,1540,1551,-99,-484,998.67,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293670,-5,-31,1041,630,-3500,1610,1546,-97,-478,998.67,20.7,71.8,,,,,,,,        ,        ,        ,1,
45293690,-6,-31,1042,560,-3570,1540,1545,-93,-463,998.67,20.7,71.8,,,,,,,,        ,        ,        ,1,
